cohort,profile_encoder,reference_encoder,split_id,repeat_id,fold_id,metric,delta
common,fpca256_4,raw100,96,19,1,roc_auc,-0.06746031746031744
common,fpca256_4,raw100,96,19,1,sensitivity,-0.1428571428571429
common,fpca256_4,raw100,96,19,1,specificity,-0.2222222222222222
common,fpca256_4,raw100,97,19,2,roc_auc,0.015873015873015928
common,fpca256_4,raw100,97,19,2,sensitivity,0.1428571428571429
common,fpca256_4,raw100,97,19,2,specificity,-0.3888888888888889
common,fpca256_4,raw100,98,19,3,roc_auc,0.12280701754385959
common,fpca256_4,raw100,98,19,3,sensitivity,0.1333333333333333
common,fpca256_4,raw100,98,19,3,specificity,-0.05263157894736842
common,fpca256_4,raw100,99,19,4,roc_auc,0.011538461538461608
common,fpca256_4,raw100,99,19,4,sensitivity,0.0
common,fpca256_4,raw100,99,19,4,specificity,-0.10000000000000003
common,fpca256_4,raw256,0,0,0,roc_auc,-0.06349206349206349
common,fpca256_4,raw256,0,0,0,sensitivity,0.06666666666666665
common,fpca256_4,raw256,0,0,0,specificity,-0.4285714285714286
common,fpca256_4,raw256,1,0,1,roc_auc,-0.06349206349206349
common,fpca256_4,raw256,1,0,1,sensitivity,0.2142857142857143
common,fpca256_4,raw256,1,0,1,specificity,-0.055555555555555525
common,fpca256_4,raw256,2,0,2,roc_auc,0.04201680672268915
common,fpca256_4,raw256,2,0,2,sensitivity,0.4285714285714286
common,fpca256_4,raw256,2,0,2,specificity,-0.5294117647058822
common,fpca256_4,raw256,3,0,3,roc_auc,0.13533834586466165
common,fpca256_4,raw256,3,0,3,sensitivity,0.2857142857142857
common,fpca256_4,raw256,3,0,3,specificity,-0.3684210526315789
common,fpca256_4,raw256,4,0,4,roc_auc,0.22267206477732793
common,fpca256_4,raw256,4,0,4,sensitivity,0.5384615384615385
common,fpca256_4,raw256,4,0,4,specificity,-0.2631578947368421
common,fpca256_4,raw256,5,1,0,roc_auc,0.04365079365079372
common,fpca256_4,raw256,5,1,0,sensitivity,0.2857142857142857
common,fpca256_4,raw256,5,1,0,specificity,-0.5
common,fpca256_4,raw256,6,1,1,roc_auc,-0.03759398496240596
common,fpca256_4,raw256,6,1,1,sensitivity,0.2142857142857143
common,fpca256_4,raw256,6,1,1,specificity,-0.42105263157894735
common,fpca256_4,raw256,7,1,2,roc_auc,0.06349206349206338
common,fpca256_4,raw256,7,1,2,sensitivity,0.4285714285714286
common,fpca256_4,raw256,7,1,2,specificity,-0.38888888888888895
common,fpca256_4,raw256,8,1,3,roc_auc,0.05964912280701762
common,fpca256_4,raw256,8,1,3,sensitivity,0.4666666666666667
common,fpca256_4,raw256,8,1,3,specificity,-0.5263157894736842
common,fpca256_4,raw256,9,1,4,roc_auc,0.03461538461538449
common,fpca256_4,raw256,9,1,4,sensitivity,0.15384615384615385
common,fpca256_4,raw256,9,1,4,specificity,-0.050000000000000044
common,fpca256_4,raw256,10,2,0,roc_auc,-0.026315789473684292
common,fpca256_4,raw256,10,2,0,sensitivity,0.1428571428571429
common,fpca256_4,raw256,10,2,0,specificity,-0.368421052631579
common,fpca256_4,raw256,11,2,1,roc_auc,0.07017543859649122
common,fpca256_4,raw256,11,2,1,sensitivity,0.1333333333333333
common,fpca256_4,raw256,11,2,1,specificity,-0.15789473684210525
common,fpca256_4,raw256,12,2,2,roc_auc,0.16541353383458646
common,fpca256_4,raw256,12,2,2,sensitivity,0.42857142857142855
common,fpca256_4,raw256,12,2,2,specificity,-0.31578947368421056
common,fpca256_4,raw256,13,2,3,roc_auc,-0.13157894736842102
common,fpca256_4,raw256,13,2,3,sensitivity,0.3571428571428571
common,fpca256_4,raw256,13,2,3,specificity,-0.3157894736842105
common,fpca256_4,raw256,14,2,4,roc_auc,0.1581196581196581
common,fpca256_4,raw256,14,2,4,sensitivity,0.3846153846153847
common,fpca256_4,raw256,14,2,4,specificity,-0.3888888888888889
common,fpca256_4,raw256,15,3,0,roc_auc,0.015873015873015928
common,fpca256_4,raw256,15,3,0,sensitivity,0.2857142857142857
common,fpca256_4,raw256,15,3,0,specificity,-0.5555555555555556
common,fpca256_4,raw256,16,3,1,roc_auc,0.09774436090225558
common,fpca256_4,raw256,16,3,1,sensitivity,0.07142857142857151
common,fpca256_4,raw256,16,3,1,specificity,-0.47368421052631576
common,fpca256_4,raw256,17,3,2,roc_auc,0.011111111111111183
common,fpca256_4,raw256,17,3,2,sensitivity,0.4666666666666667
common,fpca256_4,raw256,17,3,2,specificity,-0.4444444444444445
common,fpca256_4,raw256,18,3,3,roc_auc,0.10526315789473684
common,fpca256_4,raw256,18,3,3,sensitivity,0.3571428571428572
common,fpca256_4,raw256,18,3,3,specificity,-0.42105263157894735
common,fpca256_4,raw256,19,3,4,roc_auc,0.03076923076923077
common,fpca256_4,raw256,19,3,4,sensitivity,0.3846153846153846
common,fpca256_4,raw256,19,3,4,specificity,-0.49999999999999994
common,fpca256_4,raw256,20,4,0,roc_auc,0.017857142857142905
common,fpca256_4,raw256,20,4,0,sensitivity,0.2857142857142857
common,fpca256_4,raw256,20,4,0,specificity,-0.25
common,fpca256_4,raw256,21,4,1,roc_auc,0.03571428571428592
common,fpca256_4,raw256,21,4,1,sensitivity,0.5
