profile_encoder,scope,split_id,component,explained_variance_ratio,cumulative_explained_variance_ratio
fpca256_4,outer_fold,50,3,0.03560580407225851,0.9253672469403265
fpca256_4,outer_fold,50,4,0.01969793227116643,0.9450651792114929
fpca256_4,outer_fold,51,1,0.6417857592002919,0.6417857592002919
fpca256_4,outer_fold,51,2,0.25591758656966446,0.8977033457699564
fpca256_4,outer_fold,51,3,0.032015525121498516,0.9297188708914549
fpca256_4,outer_fold,51,4,0.01756522415263994,0.9472840950440948
fpca256_4,outer_fold,52,1,0.6152464703386944,0.6152464703386944
fpca256_4,outer_fold,52,2,0.2759219584515179,0.8911684287902123
fpca256_4,outer_fold,52,3,0.03567779810423846,0.9268462268944507
fpca256_4,outer_fold,52,4,0.01731274746484811,0.9441589743592989
fpca256_4,outer_fold,53,1,0.6153892747757478,0.6153892747757478
fpca256_4,outer_fold,53,2,0.2776181229688541,0.8930073977446018
fpca256_4,outer_fold,53,3,0.03817787945988898,0.9311852772044907
fpca256_4,outer_fold,53,4,0.016441159932893638,0.9476264371373844
fpca256_4,outer_fold,54,1,0.6451087117345334,0.6451087117345334
fpca256_4,outer_fold,54,2,0.24592519199511959,0.8910339037296531
fpca256_4,outer_fold,54,3,0.036332830147478276,0.9273667338771313
fpca256_4,outer_fold,54,4,0.018707300481561776,0.9460740343586931
fpca256_4,outer_fold,55,1,0.6389605819004999,0.6389605819004999
fpca256_4,outer_fold,55,2,0.2571795220461025,0.8961401039466024
fpca256_4,outer_fold,55,3,0.034387076442583764,0.9305271803891861
fpca256_4,outer_fold,55,4,0.017830160117804184,0.9483573405069903
fpca256_4,outer_fold,56,1,0.6188788359628075,0.6188788359628075
fpca256_4,outer_fold,56,2,0.2666228150546251,0.8855016510174325
fpca256_4,outer_fold,56,3,0.03899873867457153,0.924500389692004
fpca256_4,outer_fold,56,4,0.018660655566952965,0.9431610452589569
fpca256_4,outer_fold,57,1,0.6194352248837979,0.6194352248837979
fpca256_4,outer_fold,57,2,0.2727535722983435,0.8921887971821414
fpca256_4,outer_fold,57,3,0.03210082513006397,0.9242896223122054
fpca256_4,outer_fold,57,4,0.019671702072011524,0.9439613243842169
fpca256_4,outer_fold,58,1,0.6185863085404412,0.6185863085404412
fpca256_4,outer_fold,58,2,0.27570400975837345,0.8942903182988147
fpca256_4,outer_fold,58,3,0.03450313139686219,0.9287934496956769
fpca256_4,outer_fold,58,4,0.018106838013384318,0.9469002877090612
fpca256_4,outer_fold,59,1,0.640046864055755,0.640046864055755
fpca256_4,outer_fold,59,2,0.2547839604691127,0.8948308245248677
fpca256_4,outer_fold,59,3,0.03698189681144324,0.931812721336311
fpca256_4,outer_fold,59,4,0.015853258055819008,0.94766597939213
fpca256_4,outer_fold,60,1,0.605384258174667,0.605384258174667
fpca256_4,outer_fold,60,2,0.281327869803395,0.8867121279780621
fpca256_4,outer_fold,60,3,0.035935632318122135,0.9226477602961842
fpca256_4,outer_fold,60,4,0.01911637722574666,0.9417641375219309
fpca256_4,outer_fold,61,1,0.6326529337123376,0.6326529337123376
fpca256_4,outer_fold,61,2,0.26058149459822333,0.8932344283105609
fpca256_4,outer_fold,61,3,0.03592277553086067,0.9291572038414215
fpca256_4,outer_fold,61,4,0.018230969203200303,0.9473881730446219
fpca256_4,outer_fold,62,1,0.6586201649395005,0.6586201649395005
