model_name,split_id,evaluation_mode,roc_auc,pr_auc,brier_score,log_loss,calibration_intercept,calibration_slope,sensitivity_target,specificity_target,balanced_accuracy_target,ppv_target,npv_target,tp_target,tn_target,fp_target,fn_target,train_patients,test_patients,train_target_cases,test_target_cases,train_cancer_target_cases,test_cancer_target_cases,threshold_youden,threshold_target,target_sensitivity,target_reached,selected_lr1_c,selected_lr2_c
aramina_target_breast_risk,58,stratified_kfold,0.6096256684491979,0.5466097222286033,0.2700229505665489,0.7464882090156267,-0.24654360648075394,0.3378498357404947,0.8823529411764706,0.36363636363636365,0.6229946524064172,0.5172413793103449,0.8,15,8,14,2,143,35,154,39,65,17,0.4302974598815997,0.25884450826294125,0.95,True,0.1,0.3
aramina_target_breast_risk,59,stratified_kfold,0.6930946291560103,0.5811208746832652,0.22873106817207187,0.6756220671761085,-0.19768859268930236,0.4824379220828552,0.7647058823529411,0.4782608695652174,0.6214833759590792,0.52,0.7333333333333333,13,11,12,4,143,35,153,40,65,17,0.4319173880262618,0.2573188815941787,0.95,True,0.1,0.3
aramina_target_breast_risk,60,stratified_kfold,0.6764705882352942,0.6120032064394408,0.24257260684171292,0.7053259036772314,-0.253832721933576,0.4324824353532798,0.8235294117647058,0.36363636363636365,0.5935828877005347,0.5,0.7272727272727273,14,8,14,3,142,36,154,39,65,17,0.47822893537519084,0.2703831548736285,0.95,True,0.1,0.3
aramina_target_breast_risk,61,stratified_kfold,0.6930946291560102,0.5610553356056868,0.23689555854082434,0.689687285343584,-0.10711333208341595,0.44323748094797605,0.8235294117647058,0.5652173913043478,0.6943734015345269,0.5833333333333334,0.8125,14,13,10,3,142,36,153,40,65,17,0.42027341763358106,0.28920357810444225,0.95,True,0.1,0.3
aramina_target_breast_risk,62,stratified_kfold,0.6666666666666667,0.6080059310116877,0.24712006492426553,0.6955592480073475,-0.4716981646912364,0.4886072577674455,0.9375,0.2916666666666667,0.6145833333333334,0.46875,0.875,15,7,17,1,142,36,153,40,66,16,0.41668239807297075,0.2413035588611272,0.95,True,0.1,0.3
aramina_target_breast_risk,63,stratified_kfold,0.5297619047619048,0.5477383845168226,0.3038799245619715,0.8582903417802196,-0.2376089808753954,0.10094127057480297,0.625,0.3333333333333333,0.47916666666666663,0.4166666666666667,0.5384615384615384,10,7,14,6,143,35,156,37,66,16,0.6077499244576917,0.30249955624046804,0.95,True,0.1,0.3
aramina_target_breast_risk,64,stratified_kfold,0.6517857142857143,0.6305969897862937,0.2721443265066992,0.7923899011867971,-0.22498008579747883,0.2741196106034138,0.75,0.38095238095238093,0.5654761904761905,0.48,0.6666666666666666,12,8,13,4,143,35,156,37,66,16,0.4731513700841292,0.2676046604937709,0.95,True,0.1,0.3
aramina_target_breast_risk,65,stratified_kfold,0.7528409090909092,0.6206717007328421,0.20436469011413508,0.6070445599666114,-0.21850014404221874,0.6336022840601867,0.9375,0.5454545454545454,0.7414772727272727,0.6,0.9230769230769231,15,12,10,1,142,36,155,38,66,16,0.4858515465721725,0.27202855587649444,0.95,True,0.1,0.3
aramina_target_breast_risk,66,stratified_kfold,0.5686274509803921,0.5037035163492383,0.29381168674717484,0.9147798435167968,-0.30365483785808833,0.10824652359732853,0.7647058823529411,0.375,0.5698529411764706,0.4642857142857143,0.6923076923076923,13,9,15,4,142,36,152,41,65,17,0.5421420569588054,0.22687395794036305,0.95,True,0.1,0.3
aramina_target_breast_risk,67,stratified_kfold,0.7261904761904763,0.6514912643369302,0.20752947362682733,0.5991834287915669,-0.290726002975726,0.8642948874270452,0.875,0.2857142857142857,0.5803571428571428,0.4827586206896552,0.75,14,6,15,2,142,36,156,37,66,16,0.4386647365227794,0.296539346429766,0.95,True,0.1,0.3
aramina_target_breast_risk,68,stratified_kfold,0.6136363636363635,0.6043958403006329,0.27460704931926955,0.759261382574923,-0.4898719092920466,0.403167549355567,0.9375,0.18181818181818182,0.5596590909090909,0.45454545454545453,0.8,15,4,18,1,143,35,155,38,66,16,0.5660179385893637,0.2665552872461773,0.95,True,0.1,0.3
aramina_target_breast_risk,69,stratified_kfold,0.5909090909090908,0.5612540280979957,0.2955534130961218,0.8350911692989734,-0.18528204979541085,0.20189480372584093,0.5882352941176471,0.5,0.5441176470588236,0.47619047619047616,0.6111111111111112,10,11,11,7,143,35,154,39,65,17,0.3787852647811886,0.30163266691306534,0.95,True,0.1,0.3
aramina_target_breast_risk,70,stratified_kfold,0.6368286445012787,0.6298842706193074,0.25478094814179364,0.7428238034977672,-0.35062056153756443,0.3789159234538377,0.7647058823529411,0.17391304347826086,0.469309462915601,0.40625,0.5,13,4,19,4,142,36,153,40,65,17,0.4488021147104176,0.2073639545861908,0.95,True,0.1,0.3
aramina_target_breast_risk,71,stratified_kfold,0.7172619047619049,0.6159820166531619,0.24980899276364782,0.7044007099484506,-0.05329895257640416,0.4212112128981987,0.8125,0.5714285714285714,0.6919642857142857,0.5909090909090909,0.8,13,12,9,3,142,36,156,37,66,16,0.4192190648924859,0.26376143926241513,0.95,True,0.1,0.3
aramina_target_breast_risk,72,stratified_kfold,0.5807291666666666,0.4561780839924588,0.2820288603452014,0.8205820608946096,-0.41404807543053646,0.2007806136984565,0.9375,0.3333333333333333,0.6354166666666666,0.4838709677419355,0.8888888888888888,15,8,16,1,142,36,153,40,66,16,0.4948389945559257,0.2432747085519821,0.95,True,0.1,0.3
aramina_target_breast_risk,73,stratified_kfold,0.8244047619047619,0.7554842735846026,0.1873584071420171,0.5626373164907749,-0.48012959158536317,1.1363928981601223,1.0,0.19047619047619047,0.5952380952380952,0.48484848484848486,1.0,16,4,17,0,143,35,156,37,66,16,0.3975454477706565,0.26881029983404425,0.95,True,0.1,0.3
aramina_target_breast_risk,74,stratified_kfold,0.6631016042780749,0.6455549278744342,0.24665555719079046,0.7043566233716286,-0.1179109690397891,0.4111880323999975,0.7647058823529411,0.45454545454545453,0.6096256684491979,0.52,0.7142857142857143,13,10,12,4,143,35,154,39,65,17,0.4999019115212561,0.2876331922391785,0.95,True,0.1,0.3
aramina_target_breast_risk,75,stratified_kfold,0.59375,0.5170584573407961,0.27118571423441623,0.7419835764969319,-0.3904598045018401,0.32418679676491735,0.9375,0.25,0.59375,0.45454545454545453,0.8571428571428571,15,6,18,1,142,36,153,40,66,16,0.44030830358525536,0.24347285221676884,0.95,True,0.1,0.3
aramina_target_breast_risk,76,stratified_kfold,0.8263305322128851,0.8266562179326449,0.16959155310938057,0.5038150160265159,0.34927397460286275,1.4825638838596686,0.8823529411764706,0.5238095238095238,0.7030812324929971,0.6,0.8461538461538461,15,11,10,2,142,36,155,38,65,17,0.4197474269553011,0.2871923710020653,0.95,True,0.1,0.3
aramina_target_breast_risk,77,stratified_kfold,0.7159090909090909,0.5643210351048721,0.23579369872144879,0.6847356915360997,-0.2531129793364455,0.45909600997633593,0.9375,0.45454545454545453,0.6960227272727273,0.5555555555555556,0.9090909090909091,15,10,12,1,142,36,155,38,66,16,0.4594073784571119,0.2825570794933393,0.95,True,0.1,0.3
aramina_target_breast_risk,78,stratified_kfold,0.7226890756302521,0.6883645107550227,0.23147934599938177,0.6627175450807781,-0.3866506478265893,0.623442679319376,0.8235294117647058,0.23809523809523808,0.530812324929972,0.4666666666666667,0.625,14,5,16,3,143,35,155,38,65,17,0.39207308919376804,0.3141612918380869,0.95,True,0.1,0.3
aramina_target_breast_risk,79,stratified_kfold,0.5407608695652174,0.49990854778442906,0.3114185294801614,0.9048013820512628,-0.34502096106154073,0.07754753199801845,0.75,0.34782608695652173,0.5489130434782609,0.4444444444444444,0.6666666666666666,12,8,15,4,143,35,154,39,66,16,0.3899915328725212,0.31405963888291455,0.95,True,0.1,0.3
